threshold,accuracy,precision,recall,f1
0.7900000000000001,0.5278571428571428,0.8545454545454545,0.06714285714285714,0.12450331125827814
0.8000000000000002,0.5271428571428571,0.8518518518518519,0.06571428571428571,0.1220159151193634
0.8100000000000002,0.5271428571428571,0.8653846153846154,0.06428571428571428,0.1196808510638298
0.8200000000000002,0.5264285714285715,0.8775510204081632,0.06142857142857143,0.11481975967957277
0.8300000000000002,0.5271428571428571,0.9318181818181818,0.05857142857142857,0.11021505376344086
0.8400000000000002,0.5257142857142857,0.9285714285714286,0.055714285714285716,0.10512129380053908
0.8500000000000002,0.5242857142857142,0.925,0.05285714285714286,0.1
0.8600000000000002,0.5228571428571429,0.9210526315789473,0.05,0.0948509485094851
0.8700000000000002,0.5228571428571429,0.9210526315789473,0.05,0.0948509485094851
0.8800000000000002,0.5207142857142857,0.9142857142857143,0.045714285714285714,0.08707482993197278
0.8900000000000002,0.52,0.9375,0.04285714285714286,0.08196721311475409
0.9000000000000002,0.5185714285714286,0.9642857142857143,0.03857142857142857,0.07417582417582418
0.9100000000000003,0.5171428571428571,0.9615384615384616,0.03571428571428571,0.06887052341597796
0.9200000000000003,0.5107142857142857,0.9411764705882353,0.022857142857142857,0.044630404463040445
0.9300000000000002,0.5085714285714286,0.9285714285714286,0.018571428571428572,0.036414565826330535
0.9400000000000002,0.5071428571428571,0.9166666666666666,0.015714285714285715,0.03089887640449438
